,noise_case,paramid,parameter,parameter_value,split,n_train,interp_type,ncomp,gp_noise,gp_length,gp_const,dl_alpha,rmse,maxerr,global_mean_minerr,global_mean_maxerr,global_mean_rmse,global_max_rmse,global_var_rmse
167,theo,,,,1,71,GP,26,0.1,10.0,10.0,,,,6.29126380620922e-17,0.07829318477265156,0.042995630309599055,0.38362603548803254,0.004503456057454841
168,theo,,,,1,71,GP,27,1e-05,1.0,10.0,,,,7.031412489292658e-17,0.07528024113222227,0.041070783241110236,0.34650219137848,0.0036728418976150904
169,theo,,,,1,71,GP,27,0.001,1.0,10.0,,,,3.700743415417188e-17,0.0737409686247692,0.04013353802621801,0.33648274855793636,0.003440293329284241
170,theo,,,,1,71,GP,27,0.1,1.0,10.0,,,,6.661338147750939e-17,0.08034857346635937,0.044279585157025084,0.40088561457914795,0.004946297093412013
171,theo,,,,1,71,GP,27,1e-05,4.0,10.0,,,,6.661338147750939e-17,0.07358045732880612,0.04000577833733279,0.3365781122887618,0.0034352502905067857
172,theo,,,,1,71,GP,27,0.001,4.0,10.0,,,,1.1102230246251566e-17,0.0735801954901431,0.04000559409475001,0.33656089609838474,0.003434935893886437
173,theo,,,,1,71,GP,27,0.1,4.0,10.0,,,,5.181040781584064e-17,0.07921891984508665,0.04360177650553088,0.3934886125665915,0.004746824285225714
174,theo,,,,1,71,GP,27,1e-05,7.0,10.0,,,,7.771561172376095e-17,0.07386581098066271,0.04017747253742595,0.3383360949480042,0.0034756564194859383
175,theo,,,,1,71,GP,27,0.001,7.0,10.0,,,,7.771561172376095e-17,0.07528111510284655,0.041071316035013676,0.3465098707069073,0.0036730132825188847
176,theo,,,,1,71,GP,27,0.1,7.0,10.0,,,,9.62193288008469e-17,0.08034866155517163,0.04427957157621842,0.4008847617798472,0.004946277147538653
177,theo,,,,1,71,GP,27,1e-05,10.0,10.0,,,,3.3306690738754695e-17,0.07528138656063023,0.04107147031794516,0.34651158804137305,0.0036730536411792706
178,theo,,,,1,71,GP,27,0.001,10.0,10.0,,,,2.2204460492503132e-17,0.07528097208464517,0.04107123522321755,0.3465081190405643,0.00367297709223806
179,theo,,,,1,71,GP,27,0.1,10.0,10.0,,,,4.070817756958907e-17,0.07921906571412347,0.043601910585477355,0.39349024094407287,0.004746866397988746
180,theo,,,,2,71,GP,23,1e-05,1.0,10.0,,,,5.921189464667501e-17,0.046904899875006116,0.026821645909111305,0.07249885244640945,0.000292166399176155
181,theo,,,,2,71,GP,23,0.001,1.0,10.0,,,,6.661338147750939e-17,0.0469048856180919,0.02682164613083327,0.07249884970070898,0.0002921664018802704
182,theo,,,,2,71,GP,23,0.1,1.0,10.0,,,,8.141635513917814e-17,0.04701125418752714,0.027151226562765033,0.0871118535208073,0.0003307501434047608
183,theo,,,,2,71,GP,23,1e-05,4.0,10.0,,,,9.251858538542972e-17,0.04739589236987391,0.02708125597298238,0.08550252214065406,0.00033259214864054816
184,theo,,,,2,71,GP,23,0.001,4.0,10.0,,,,8.141635513917814e-17,0.04739588447111525,0.027081256276059992,0.08550253816683047,0.00033259220092852235
185,theo,,,,2,71,GP,23,0.1,4.0,10.0,,,,5.181040781584064e-17,0.047011210968413535,0.027151226173937285,0.08711188558645185,0.0003307502816722462
186,theo,,,,2,71,GP,23,1e-05,7.0,10.0,,,,7.031412489292658e-17,0.047395852007171814,0.027081256199865997,0.08550252297829052,0.0003325921492297646
187,theo,,,,2,71,GP,23,0.001,7.0,10.0,,,,1.0362081563168128e-16,0.04739589198494135,0.027081254762650265,0.0855024234782587,0.0003325918536671501
188,theo,,,,2,71,GP,23,0.1,7.0,10.0,,,,2.2204460492503135e-17,0.04708689207237151,0.02706312039527465,0.07500947632809755,0.00029420232125875183
189,theo,,,,2,71,GP,23,1e-05,10.0,10.0,,,,6.661338147750939e-17,0.04739584926969966,0.02708125110264458,0.08550279157766554,0.00033259243109971315
190,theo,,,,2,71,GP,23,0.001,10.0,10.0,,,,8.511709855459534e-17,0.04739581833762007,0.027081256294097283,0.08550252867183977,0.0003325921874126659
191,theo,,,,2,71,GP,23,0.1,10.0,10.0,,,,8.141635513917814e-17,0.04701122815972322,0.02715122572407153,0.08711179897742229,0.0003307499624666599
192,theo,,,,2,71,GP,24,1e-05,1.0,10.0,,,,1.5173048003210473e-16,0.0472527028447774,0.027038241646610204,0.08539853642675209,0.00033113434093574667
193,theo,,,,2,71,GP,24,0.001,1.0,10.0,,,,2.1464311809419693e-16,0.04725272262897562,0.027038241288581642,0.08539853452838109,0.0003311343367180856
194,theo,,,,2,71,GP,24,0.1,1.0,10.0,,,,9.992007221626409e-17,0.047426955343303955,0.027226128667719975,0.08703541647320313,0.0003286846802836588
195,theo,,,,2,71,GP,24,1e-05,4.0,10.0,,,,7.771561172376095e-17,0.04725277174173537,0.027038243070542478,0.08539852617216113,0.00033113429651943934
196,theo,,,,2,71,GP,24,0.001,4.0,10.0,,,,5.551115123125783e-17,0.047252710611122704,0.027038235538859368,0.08539842400727984,0.000331133738644382
197,theo,,,,2,71,GP,24,0.1,4.0,10.0,,,,4.810966440042345e-17,0.04742699024823613,0.02722613321168695,0.08703545731896267,0.0003286847400777381
198,theo,,,,2,71,GP,24,1e-05,7.0,10.0,,,,4.070817756958907e-17,0.046774527419744784,0.02678883863694993,0.07250694953417823,0.0002908775067607212
199,theo,,,,2,71,GP,24,0.001,7.0,10.0,,,,7.401486830834377e-17,0.04725272387219317,0.02703824060618039,0.08539849877255665,0.00033113420988643713
200,theo,,,,2,71,GP,24,0.1,7.0,10.0,,,,7.031412489292658e-17,0.04742696792575191,0.027226134785349583,0.08703551004088782,0.00032868491640201085
201,theo,,,,2,71,GP,24,1e-05,10.0,10.0,,,,1.1102230246251565e-16,0.04725276416733738,0.02703825317125848,0.08539896605620707,0.000331135974605887
202,theo,,,,2,71,GP,24,0.001,10.0,10.0,,,,4.4408920985006264e-17,0.04725268610251945,0.027038240510671212,0.08539849726346431,0.0003311342155747469
203,theo,,,,2,71,GP,24,0.1,10.0,10.0,,,,1.258252761241844e-16,0.047426989802720046,0.027226134596111177,0.08703545852455696,0.00032868475525981534
204,theo,,,,2,71,GP,25,1e-05,1.0,10.0,,,,7.031412489292658e-17,0.046714792643512755,0.026759625798718576,0.07254837134335516,0.00028972670629371234
205,theo,,,,2,71,GP,25,0.001,1.0,10.0,,,,1.0732155904709847e-16,0.04671476384739871,0.026759625919729683,0.07254835899093928,0.0002897267185097857
206,theo,,,,2,71,GP,25,0.1,1.0,10.0,,,,8.511709855459534e-17,0.04801551443853697,0.027348585567507914,0.08682814045310686,0.0003267694739462347
207,theo,,,,2,71,GP,25,1e-05,4.0,10.0,,,,4.810966440042345e-17,0.04717860659397806,0.026999090222852053,0.08528697643581101,0.00032967873186341045
208,theo,,,,2,71,GP,25,0.001,4.0,10.0,,,,1.258252761241844e-16,0.047178532549703306,0.026999093853295082,0.085286916357018,0.00032967868792683347
209,theo,,,,2,71,GP,25,0.1,4.0,10.0,,,,4.810966440042345e-17,0.04801556019370095,0.02734858511260347,0.08682813947082836,0.00032676946533121467
210,theo,,,,2,71,GP,25,1e-05,7.0,10.0,,,,3.3306690738754695e-17,0.04717854639417275,0.026999071183588706,0.08528636347305812,0.000329676343510084
211,theo,,,,2,71,GP,25,0.001,7.0,10.0,,,,5.181040781584064e-17,0.04671437043859672,0.02675934714690266,0.07253054977880712,0.0002896814735966272
212,theo,,,,2,71,GP,25,0.1,7.0,10.0,,,,4.070817756958907e-17,0.048015471236111475,0.027348582469382647,0.08682843446202887,0.0003267704732757715
213,theo,,,,2,71,GP,25,1e-05,10.0,10.0,,,,7.771561172376095e-17,0.04717853844709826,0.02699909002516728,0.08528697762102834,0.00032967874143793733
214,theo,,,,2,71,GP,25,0.001,10.0,10.0,,,,6.29126380620922e-17,0.047178434003320766,0.026999089745465665,0.0852871024318008,0.00032967899706910325
215,theo,,,,2,71,GP,25,0.1,10.0,10.0,,,,7.771561172376095e-17,0.048015513393409634,0.02734858579942639,0.08682813963520303,0.0003267694727789058
216,theo,,,,2,71,GP,26,1e-05,1.0,10.0,,,,5.551115123125783e-17,0.04657245966720776,0.026732044741357784,0.0725519622092948,0.00028852440200109145
217,theo,,,,2,71,GP,26,0.001,1.0,10.0,,,,7.401486830834377e-17,0.046572385435571954,0.026732045585847797,0.07255195729229734,0.0002885243609254154
218,theo,,,,2,71,GP,26,0.1,1.0,10.0,,,,1.0732155904709847e-16,0.04885790035799734,0.027553485276587093,0.07568055672905243,0.00029558231068945703
219,theo,,,,2,71,GP,26,1e-05,4.0,10.0,,,,1.1472304587793285e-16,0.04654760129348981,0.026758775228466414,0.073510883317505,0.0002896911303362107
220,theo,,,,2,71,GP,26,0.001,4.0,10.0,,,,7.771561172376095e-17,0.04657187105899792,0.02673184821083018,0.07254088116215039,0.00028849271389012047
221,theo,,,,2,71,GP,26,0.1,4.0,10.0,,,,5.921189464667501e-17,0.04855484826236588,0.027517150737166395,0.0865077479521467,0.0003251763230011776
222,theo,,,,2,71,GP,26,1e-05,7.0,10.0,,,,4.810966440042346e-17,0.04702448174586759,0.02696289393395722,0.08516711758090845,0.00032821360407890034
223,theo,,,,2,71,GP,26,0.001,7.0,10.0,,,,6.661338147750939e-17,0.04702444367456456,0.026962895356962772,0.0851671635663657,0.00032821376452483374
224,theo,,,,2,71,GP,26,0.1,7.0,10.0,,,,1.0732155904709847e-16,0.04885775884345575,0.027553469397012743,0.07568393859079754,0.00029558995056692527
225,theo,,,,2,71,GP,26,1e-05,10.0,10.0,,,,1.591319668629391e-16,0.04702431923556986,0.026962895191579794,0.08516713153224831,0.00032821363057403835
226,theo,,,,2,71,GP,26,0.001,10.0,10.0,,,,7.031412489292658e-17,0.046573278353525226,0.02673236334305813,0.07257100099139352,0.0002885770378503188
227,theo,,,,2,71,GP,26,0.1,10.0,10.0,,,,7.771561172376095e-17,0.048857917593872764,0.027553502903359887,0.07568186902908072,0.0002955854037955882
228,theo,,,,2,71,GP,27,1e-05,1.0,10.0,,,,3.3306690738754695e-17,0.04691073011059295,0.026929055023040833,0.08504239064678347,0.0003267648969286231
229,theo,,,,2,71,GP,27,0.001,1.0,10.0,,,,1.2212453270876723e-16,0.04650759705303898,0.02670592921864478,0.07254536017247488,0.0002873462099036416
230,theo,,,,2,71,GP,27,0.1,1.0,10.0,,,,4.070817756958907e-17,0.04911889919236611,0.02772870673383274,0.08609271298445068,0.0003241869756702757
231,theo,,,,2,71,GP,27,1e-05,4.0,10.0,,,,2.2204460492503135e-17,0.046910652598518274,0.026929039480960378,0.08504214071621442,0.000326763148682033
232,theo,,,,2,71,GP,27,0.001,4.0,10.0,,,,4.070817756958907e-17,0.04691065179805532,0.026929040379348568,0.08504214586907138,0.0003267631648700911
233,theo,,,,2,71,GP,27,0.1,4.0,10.0,,,,5.921189464667501e-17,0.0491188883199649,0.0277287068790185,0.08609277605367212,0.0003241871688480457
234,theo,,,,2,71,GP,27,1e-05,7.0,10.0,,,,7.771561172376095e-17,0.04650752418523392,0.026705753846053247,0.07253441864341921,0.0002873165530422587
235,theo,,,,2,71,GP,27,0.001,7.0,10.0,,,,2.590520390792032e-17,0.04650742260008484,0.026705719475813582,0.07253220351597192,0.0002873107093259749
236,theo,,,,2,71,GP,27,0.1,7.0,10.0,,,,1.0732155904709847e-16,0.049442062698472226,0.027797584067836015,0.07567979888138456,0.00029732490519009287
237,theo,,,,2,71,GP,27,1e-05,10.0,10.0,,,,5.921189464667501e-17,0.046910674057850585,0.02692900726868718,0.08504190107531015,0.0003267607756435626
238,theo,,,,2,71,GP,27,0.001,10.0,10.0,,,,6.661338147750939e-17,0.046507619135235316,0.026706061513925374,0.07255392465771972,0.0002873680771819251
239,theo,,,,2,71,GP,27,0.1,10.0,10.0,,,,1.1472304587793285e-16,0.04944253584745224,0.027797765111447117,0.07568005964060043,0.00029732708062685015
240,theo,,,,3,71,GP,23,1e-05,1.0,10.0,,,,7.771561172376095e-17,0.06723465045162882,0.03830873184153576,0.25886481001800826,0.001957910458513745
241,theo,,,,3,71,GP,23,0.001,1.0,10.0,,,,3.700743415417188e-17,0.0672346147555103,0.03830874547106586,0.25886506848339635,0.0019579144095334413
242,theo,,,,3,71,GP,23,0.1,1.0,10.0,,,,4.070817756958907e-17,0.0709959794825077,0.04063443008821381,0.31933062993886313,0.002991784088432217
243,theo,,,,3,71,GP,23,1e-05,4.0,10.0,,,,5.181040781584064e-17,0.06723462409654557,0.038308748790039725,0.2588651321432667,0.0019579153828380266
244,theo,,,,3,71,GP,23,0.001,4.0,10.0,,,,4.4408920985006264e-17,0.06747013760269485,0.03854777237763942,0.2572515546683717,0.0019377823064060291
245,theo,,,,3,71,GP,23,0.1,4.0,10.0,,,,8.511709855459534e-17,0.07077258200012154,0.040470749019657935,0.31748393902060457,0.0029562540734977788
246,theo,,,,3,71,GP,23,1e-05,7.0,10.0,,,,8.511709855459534e-17,0.06771741990590908,0.038656642501066235,0.2633312545262494,0.0020283920471915674
247,theo,,,,3,71,GP,23,0.001,7.0,10.0,,,,2.5905203907920323e-17,0.06771771197368721,0.03865672635638962,0.2633367892143339,0.0020284758094056363
248,theo,,,,3,71,GP,23,0.1,7.0,10.0,,,,5.551115123125783e-17,0.07043280520315601,0.040241182489512216,0.31348214132193547,0.002879748979223882
249,theo,,,,3,71,GP,23,1e-05,10.0,10.0,,,,4.440892098500627e-17,0.06723463587963888,0.038308744667556516,0.25886506805725257,0.0019579143927207074
250,theo,,,,3,71,GP,23,0.001,10.0,10.0,,,,7.031412489292658e-17,0.06723464223403916,0.03830874775085202,0.2588650963530247,0.0019579148485177446
251,theo,,,,3,71,GP,23,0.1,10.0,10.0,,,,7.031412489292658e-17,0.07043283741828625,0.04024115447237421,0.3134812867990302,0.0028797331096916596
252,theo,,,,3,71,GP,24,1e-05,1.0,10.0,,,,6.29126380620922e-17,0.06777299393374664,0.03867756954187508,0.26461683231192756,0.002047830342339994
253,theo,,,,3,71,GP,24,0.001,1.0,10.0,,,,1.1102230246251565e-16,0.06777293997486696,0.03867751155564389,0.26461576947063786,0.0020478136365743352
254,theo,,,,3,71,GP,24,0.1,1.0,10.0,,,,1.1472304587793285e-16,0.07096025770183419,0.04055687028537037,0.32244415480647604,0.0030490476909271658
255,theo,,,,3,71,GP,24,1e-05,4.0,10.0,,,,4.4408920985006264e-17,0.06729450478385947,0.038332452180645814,0.26017149247690147,0.0019773091123346655
256,theo,,,,3,71,GP,24,0.001,4.0,10.0,,,,1.0362081563168128e-16,0.06729454512767762,0.038332483305769854,0.2601725031756154,0.0019773244020530392
257,theo,,,,3,71,GP,24,0.1,4.0,10.0,,,,4.4408920985006264e-17,0.07096026324318916,0.04055687369563522,0.32244424516098,0.0030490494291006047
258,theo,,,,3,71,GP,24,1e-05,7.0,10.0,,,,8.881784197001253e-17,0.06729457327430936,0.038332502053264744,0.2601730341853538,0.001977332468494512
259,theo,,,,3,71,GP,24,0.001,7.0,10.0,,,,3.700743415417189e-17,0.06729453778798185,0.03833247869819633,0.2601724209965207,0.0019773231299673693
260,theo,,,,3,71,GP,24,0.1,7.0,10.0,,,,6.29126380620922e-17,0.07153163526776697,0.040954493460818385,0.32846990259503017,0.0031678002111480185
261,theo,,,,3,71,GP,24,1e-05,10.0,10.0,,,,9.62193288008469e-17,0.06729442027066355,0.03833241195344282,0.26017021549226016,0.0019772897940869335
262,theo,,,,3,71,GP,24,0.001,10.0,10.0,,,,4.4408920985006264e-17,0.06729449680789203,0.038332465701834365,0.2601718293924756,0.001977314246033023
263,theo,,,,3,71,GP,24,0.1,10.0,10.0,,,,8.511709855459534e-17,0.07096026863027728,0.04055687101741594,0.3224441895692015,0.0030490483617976864
264,theo,,,,3,71,GP,25,1e-05,1.0,10.0,,,,3.3306690738754695e-17,0.06736773228515093,0.03835435609180383,0.261381211494006,0.001995356526998011
265,theo,,,,3,71,GP,25,0.001,1.0,10.0,,,,5.921189464667501e-17,0.06738191525395704,0.03844574973601524,0.25695552023620916,0.001931737516950687
266,theo,,,,3,71,GP,25,0.1,1.0,10.0,,,,8.511709855459534e-17,0.07148911532592561,0.040866448636481915,0.33106512681510736,0.003216744794218726
267,theo,,,,3,71,GP,25,1e-05,4.0,10.0,,,,5.551115123125783e-17,0.06736733479560922,0.038354158129236,0.2613751394140572,0.001995264055246469
268,theo,,,,3,71,GP,25,0.001,4.0,10.0,,,,4.070817756958907e-17,0.06736765646285861,0.03835434082823986,0.26138057364472517,0.001995346900490402
269,theo,,,,3,71,GP,25,0.1,4.0,10.0,,,,5.181040781584064e-17,0.07148883146499112,0.040866450057321466,0.3310651711666566,0.003216745677863829
270,theo,,,,3,71,GP,25,1e-05,7.0,10.0,,,,4.810966440042345e-17,0.06784258538015218,0.03869589577583896,0.2657839637868684,0.0020655506764030956
271,theo,,,,3,71,GP,25,0.001,7.0,10.0,,,,7.771561172376095e-17,0.06784263179113302,0.03869591401541425,0.2657848705024417,0.002065564585596082
272,theo,,,,3,71,GP,25,0.1,7.0,10.0,,,,2.960594732333751e-17,0.07148884951841919,0.04086644889156777,0.33106513953494066,0.0032167450550912814
273,theo,,,,3,71,GP,25,1e-05,10.0,10.0,,,,6.661338147750939e-17,0.06736770645612837,0.03835433916469901,0.2613805232792934,0.0019953461292855456
274,theo,,,,3,71,GP,25,0.001,10.0,10.0,,,,1.8503717077085944e-17,0.06736760944067559,0.03835433819600221,0.2613804934736776,0.0019953456673194024
275,theo,,,,3,71,GP,25,0.1,10.0,10.0,,,,3.3306690738754695e-17,0.0714888441042466,0.040866449086297045,0.3310651478961157,0.0032167452142578597
276,theo,,,,3,71,GP,26,1e-05,1.0,10.0,,,,6.29126380620922e-17,0.06788196410744349,0.038711526233900145,0.26683286557868474,0.002081533220763509
277,theo,,,,3,71,GP,26,0.001,1.0,10.0,,,,5.921189464667501e-17,0.06788208480374162,0.038711536014534954,0.26683316950423375,0.0020815379969829485
278,theo,,,,3,71,GP,26,0.1,1.0,10.0,,,,4.070817756958907e-17,0.07257486530404544,0.041575082755319494,0.3456639406659319,0.003513317723719885
279,theo,,,,3,71,GP,26,1e-05,4.0,10.0,,,,4.4408920985006264e-17,0.06741266613746305,0.03837364883358595,0.262473663087542,0.002011722060438963
280,theo,,,,3,71,GP,26,0.001,4.0,10.0,,,,2.9605947323337513e-17,0.06741274969399097,0.038373696144474015,0.26247503745483947,0.00201174310242287
281,theo,,,,3,71,GP,26,0.1,4.0,10.0,,,,2.9605947323337513e-17,0.0719932181089662,0.0411704428803686,0.33937447260668563,0.0033828517211066987
282,theo,,,,3,71,GP,26,1e-05,7.0,10.0,,,,5.551115123125783e-17,0.06788270481213833,0.03871193898846817,0.26683914245548723,0.002081633738632747
283,theo,,,,3,71,GP,26,0.001,7.0,10.0,,,,4.810966440042345e-17,0.06788267138977963,0.03871190299906581,0.26683851621542454,0.0020816237650653807
284,theo,,,,3,71,GP,26,0.1,7.0,10.0,,,,2.2204460492503138e-17,0.0725745891595546,0.04157490193366982,0.3456603252178467,0.003513242581793409
285,theo,,,,3,71,GP,26,1e-05,10.0,10.0,,,,8.511709855459534e-17,0.06741271675771852,0.03837365124720279,0.26247373795482715,0.0020117232015181437
286,theo,,,,3,71,GP,26,0.001,10.0,10.0,,,,3.33066907387547e-17,0.06741266377396188,0.03837365458981036,0.26247384646243427,0.0020117248590488775
287,theo,,,,3,71,GP,26,0.1,10.0,10.0,,,,3.3306690738754695e-17,0.07199317240995086,0.041170439576614364,0.3393743842983467,0.0033828499397128924
288,theo,,,,3,71,GP,27,1e-05,1.0,10.0,,,,4.4408920985006264e-17,0.0679170410636494,0.038725986715834236,0.2678018689820172,0.0020963554784734694
289,theo,,,,3,71,GP,27,0.001,1.0,10.0,,,,8.511709855459534e-17,0.06791702198406692,0.0387259863840375,0.267801859319436,0.002096355324332847
290,theo,,,,3,71,GP,27,0.1,1.0,10.0,,,,1.0732155904709847e-16,0.07304839961308077,0.04187683247130872,0.3537990604972041,0.003683299877379357
291,theo,,,,3,71,GP,27,1e-05,4.0,10.0,,,,2.960594732333751e-17,0.06745034424785848,0.038391203796221324,0.26347952024367377,0.0020268488709962885
292,theo,,,,3,71,GP,27,0.001,4.0,10.0,,,,4.070817756958907e-17,0.06745054227544281,0.0383912770330922,0.26348182365443124,0.0020268842118755116
293,theo,,,,3,71,GP,27,0.1,4.0,10.0,,,,3.700743415417188e-17,0.07246471662619856,0.041470232541570055,0.347427653675136,0.0035480099894918873
294,theo,,,,3,71,GP,27,1e-05,7.0,10.0,,,,3.3306690738754695e-17,0.06791758921209792,0.03872635668456171,0.26780799594821664,0.002096453541420807
295,theo,,,,3,71,GP,27,0.001,7.0,10.0,,,,6.661338147750939e-17,0.06791754099871983,0.03872626926369038,0.26780550991466506,0.00209641455616811
296,theo,,,,3,71,GP,27,0.1,7.0,10.0,,,,4.810966440042345e-17,0.0724646918172273,0.041470234461852905,0.34742770550839414,0.0035480110623161286
297,theo,,,,3,71,GP,27,1e-05,10.0,10.0,,,,3.3306690738754695e-17,0.06745036366029336,0.03839122443835044,0.26348006570138727,0.00202685728298501
298,theo,,,,3,71,GP,27,0.001,10.0,10.0,,,,7.031412489292658e-17,0.06745029047444201,0.03839120196906619,0.26347947413185036,0.0020268481557408334
299,theo,,,,3,71,GP,27,0.1,10.0,10.0,,,,4.810966440042345e-17,0.07246470261377186,0.04147023286834003,0.347427673261512,0.003548010409295668
300,theo,,,,4,71,GP,23,1e-05,1.0,10.0,,,,5.921189464667501e-17,0.040808771071317314,0.022342610740820498,0.11733676794896691,0.00047831803604716095
301,theo,,,,4,71,GP,23,0.001,1.0,10.0,,,,5.921189464667501e-17,0.040808824676186385,0.0223426066641195,0.11733664084252282,0.0004783172191844413
302,theo,,,,4,71,GP,23,0.1,1.0,10.0,,,,2.5905203907920326e-17,0.04194118509686192,0.02291092210771319,0.13572073473329926,0.0006082823657702296
303,theo,,,,4,71,GP,23,1e-05,4.0,10.0,,,,8.141635513917814e-17,0.04080889492594384,0.022342608759962072,0.11733669325893738,0.00047831754458115585
304,theo,,,,4,71,GP,23,0.001,4.0,10.0,,,,4.810966440042345e-17,0.04080894197465227,0.022342611694799917,0.11733680077290314,0.00047831824080080885
305,theo,,,,4,71,GP,23,0.1,4.0,10.0,,,,1.1472304587793285e-16,0.04194120192666787,0.022910917392895264,0.13572059155884014,0.000608281277526525
306,theo,,,,4,71,GP,23,1e-05,7.0,10.0,,,,5.551115123125783e-17,0.040808880654029385,0.022342610488062464,0.11733674795793375,0.0004783178943972797
307,theo,,,,4,71,GP,23,0.001,7.0,10.0,,,,7.031412489292658e-17,0.040808882024677515,0.022342610283716688,0.1173367434005242,0.00047831786636362957
308,theo,,,,4,71,GP,23,0.1,7.0,10.0,,,,3.700743415417189e-17,0.041941159345200686,0.02291091701541955,0.13572056770566282,0.0006082810872907445
309,theo,,,,4,71,GP,23,1e-05,10.0,10.0,,,,4.810966440042345e-17,0.040808946364250205,0.022342625216309142,0.11733722437992318,0.00047832099496284124
310,theo,,,,4,71,GP,23,0.001,10.0,10.0,,,,5.551115123125783e-17,0.04080881938915401,0.022342614411712994,0.11733688432548786,0.00047831877686172993
311,theo,,,,4,71,GP,23,0.1,10.0,10.0,,,,8.881784197001253e-17,0.0419412661989722,0.02291092819063769,0.1357209037702712,0.0006082836411248186
312,theo,,,,4,71,GP,24,1e-05,1.0,10.0,,,,7.401486830834377e-17,0.040843559004132966,0.022358953465418434,0.11780751434680767,0.00048113347031263873
313,theo,,,,4,71,GP,24,0.001,1.0,10.0,,,,7.401486830834377e-17,0.04084372012871143,0.022358953602088373,0.11780748151760119,0.00048113322435182695
314,theo,,,,4,71,GP,24,0.1,1.0,10.0,,,,8.511709855459534e-17,0.043003334559928184,0.023566045740336525,0.14949793370540804,0.0007171145658792753
315,theo,,,,4,71,GP,24,1e-05,4.0,10.0,,,,5.921189464667501e-17,0.04084363072856827,0.022358959282709045,0.1178077161479466,0.00048113478388261944
316,theo,,,,4,71,GP,24,0.001,4.0,10.0,,,,7.771561172376095e-17,0.04084370384413898,0.022359002303954354,0.11780914332438491,0.0004811440436880044
317,theo,,,,4,71,GP,24,0.1,4.0,10.0,,,,1.1102230246251565e-16,0.042461814635011516,0.023209662094360383,0.14502225987055004,0.0006821430699100666
318,theo,,,,4,71,GP,24,1e-05,7.0,10.0,,,,6.661338147750939e-17,0.040843618409794794,0.02235895400740697,0.11780753721954652,0.00048113362251256576
319,theo,,,,4,71,GP,24,0.001,7.0,10.0,,,,8.141635513917814e-17,0.04084366700123968,0.022358952169715878,0.11780748469553433,0.0004811332880774164
320,theo,,,,4,71,GP,24,0.1,7.0,10.0,,,,1.2212453270876723e-16,0.04246171378720122,0.023209671139691527,0.14502250834724142,0.0006821450989327903
321,theo,,,,4,71,GP,24,1e-05,10.0,10.0,,,,8.881784197001253e-17,0.040843673044792514,0.022358944782975388,0.11780720323614643,0.0004811314375509206
322,theo,,,,4,71,GP,24,0.001,10.0,10.0,,,,8.511709855459534e-17,0.04084358121280507,0.022358947353591806,0.11780730502352046,0.00048113211418891364
323,theo,,,,4,71,GP,24,0.1,10.0,10.0,,,,5.181040781584064e-17,0.04246178488996015,0.02320967310049201,0.14502258016729894,0.0006821456983907477
324,theo,,,,4,71,GP,25,1e-05,1.0,10.0,,,,7.771561172376095e-17,0.04085329920913429,0.022374349144884186,0.1182351775887054,0.0004836828241963289
325,theo,,,,4,71,GP,25,0.001,1.0,10.0,,,,7.771561172376095e-17,0.04085327865181519,0.02237434144084481,0.11823492762459926,0.0004836812211571163
326,theo,,,,4,71,GP,25,0.1,1.0,10.0,,,,4.810966440042345e-17,0.04293159318745446,0.023510856714371982,0.15424327708620814,0.0007609023628762173
327,theo,,,,4,71,GP,25,1e-05,4.0,10.0,,,,1.3322676295501878e-16,0.04085353358144437,0.022374341945343903,0.11823491488096534,0.0004836811187563987
328,theo,,,,4,71,GP,25,0.001,4.0,10.0,,,,3.3306690738754695e-17,0.04085331153965947,0.022374341238906255,0.11823492366175274,0.00048368119786240964
329,theo,,,,4,71,GP,25,0.1,4.0,10.0,,,,7.771561172376095e-17,0.04293167073802797,0.023510859568561592,0.1542433594084234,0.0007609030881574333
330,theo,,,,4,71,GP,25,1e-05,7.0,10.0,,,,7.031412489292658e-17,0.040853227529305876,0.022374292635598956,0.11823333241768731,0.0004836708402029344
331,theo,,,,4,71,GP,25,0.001,7.0,10.0,,,,1.258252761241844e-16,0.040853511365004806,0.02237440154285413,0.11823691996894668,0.0004836941909417558
332,theo,,,,4,71,GP,25,0.1,7.0,10.0,,,,6.29126380620922e-17,0.043515570051962084,0.02389516607320864,0.15944129888726122,0.0008048649482959131
333,theo,,,,4,71,GP,25,1e-05,10.0,10.0,,,,2.960594732333751e-17,0.04085341117853279,0.02237434170544068,0.1182349265103845,0.0004836812041624159
334,theo,,,,4,71,GP,25,0.001,10.0,10.0,,,,1.1842378929335003e-16,0.04085341573279167,0.022374340833515763,0.11823490910062173,0.0004836811029838234
335,theo,,,,4,71,GP,25,0.1,10.0,10.0,,,,7.401486830834377e-17,0.04293165132038469,0.023510859626406252,0.15424336540552566,0.0007609031451812577
336,theo,,,,4,71,GP,26,1e-05,1.0,10.0,,,,6.661338147750939e-17,0.04086463227046532,0.0223886803670331,0.11863257434009769,0.00048606132445486297
337,theo,,,,4,71,GP,26,0.001,1.0,10.0,,,,8.511709855459534e-17,0.040864689830673685,0.022388685474422475,0.11863274209185479,0.0004860624213061093
338,theo,,,,4,71,GP,26,0.1,1.0,10.0,,,,7.401486830834377e-17,0.04399684331685719,0.02422161636031056,0.1692180488963149,0.0008974326173460408
